	CH573701	CH573801	CH573901	CH574001	CH574101	CH574401	CH574601	CH574801	CH575001	CH575101	CH575201	CH575301	CH575401	CH576201	CH576301	CH576401	CH576501	CH576601	CH576701	CH576711
ENSG00000104972	41	421	117	42	28	221	77	59	117	408	59	90	582	186	102	39	46	121	22	280
ENSG00000104973	2419	2149	1726	1320	698	4103	1981	1591	970	1100	1674	1537	4515	1129	993	655	2134	2115	2046	2369
ENSG00000104974	5	57	23	2	2	31	11	9	7	11	16	13	37	22	10	6	3	25	8	31
ENSG00000104976	1468	1596	1738	1179	1225	3690	1499	1279	764	970	2173	538	2457	600	810	516	1155	1602	1695	1876
ENSG00000104979	3566	2626	3000	2185	2344	4814	2865	2302	1488	1818	2475	1705	6246	2079	2124	1115	2851	2579	2557	4321
ENSG00000104980	1548	1637	1243	1222	1171	2931	1904	1416	1386	1498	2009	1011	4143	1239	938	709	1805	1634	1349	2129
ENSG00000104983	339	432	327	179	124	722	410	265	167	161	253	150	690	197	205	171	385	395	261	700
ENSG00000104998	341	568	320	367	154	386	410	200	179	500	430	134	896	454	414	106	257	450	169	1187
ENSG00000105011	121	167	109	155	107	388	206	287	276	717	510	145	1861	179	78	74	114	205	198	272
ENSG00000105048	0	4	1	0	0	1	1	2	1	4	156	0	9	0	2	0	0	0	0	2
ENSG00000105053	2026	2258	2199	1866	844	4295	2280	1989	1230	812	3138	1276	4333	1594	1223	930	4593	2438	2205	2921
ENSG00000105058	3307	3844	2761	2663	2357	6692	4278	3361	2521	2692	3938	2488	6999	3040	2677	1435	4055	3707	3234	5288
ENSG00000105063	3185	4093	2989	2059	2471	7523	3904	2751	2401	3146	3770	2627	9262	2975	2526	1598	3452	5194	3162	5435
ENSG00000105072	543	440	464	317	309	664	537	530	310	421	584	423	918	443	330	202	532	380	447	768
ENSG00000105088	1987	1647	1081	1699	1584	3503	2238	1131	1505	1272	4558	728	2284	808	736	769	3106	962	1879	3106
ENSG00000105122	111	380	220	102	54	426	155	120	262	746	143	145	1045	315	92	107	84	299	67	380
ENSG00000105127	1336	2044	1467	904	1162	3051	2053	1290	1138	1558	1815	1657	3454	1431	1283	597	1521	1857	1384	3190
ENSG00000105131	29	269	11	9	20	114	26	21	12	10	8	16	109	71	36	17	12	67	4	189
ENSG00000105135	2340	2314	2458	1599	1562	3616	2304	1657	853	1582	2806	1220	4248	1813	1709	850	1935	2481	1525	4252
ENSG00000105136	434	511	384	399	509	1438	692	459	325	436	700	550	1331	480	391	224	750	717	744	650
ENSG00000105137	217	738	520	180	151	791	407	254	170	246	477	116	1187	543	642	174	378	331	341	1187
ENSG00000105141	0	0	1	1	0	9	2	0	0	0	0	1	27	2	7	2	0	1	0	6
ENSG00000105143	0	1	1	3	1	1	11	0	0	1	0	1	4	1	25	0	0	0	4	10
ENSG00000105146	13	26	16	6	13	52	23	11	8	17	29	6	38	7	26	2	5	14	18	30
ENSG00000105171	1298	1310	983	860	1039	2262	1360	1142	792	790	1137	1334	2051	983	856	485	1142	1232	1252	1798
ENSG00000105173	41	48	19	39	45	89	73	67	45	109	152	282	228	36	17	16	47	64	36	138
ENSG00000105176	5777	5475	4621	2876	4674	7257	5745	5820	3929	5109	6890	5511	5806	4550	4102	2780	5898	5122	6689	6961
ENSG00000105185	1399	1814	1028	1272	1479	1957	1471	1301	1222	1204	2296	1298	2427	1281	903	537	1704	1235	1418	1971
ENSG00000105186	1364	2617	3120	1250	1309	3200	3140	2616	1429	2396	2904	2385	4249	2311	2048	1157	2634	2711	2151	4225
ENSG00000105193	25721	35845	29938	31267	26390	44155	35936	26308	18967	17291	38428	19474	65643	19805	15922	18641	32673	19289	33088	48462
ENSG00000105197	1663	1693	1305	1407	1243	3170	1737	1499	942	1026	2456	1194	4277	1304	1093	752	1757	1768	1916	2298
ENSG00000105198	19	264	23	30	13	75	63	35	88	277	18	29	199	94	65	26	30	121	9	220
ENSG00000105202	4637	6104	5007	5434	5271	7519	7103	4528	3538	3471	6828	4438	13129	5072	3736	3993	6821	4926	4840	10738
ENSG00000105204	1938	1422	1620	1136	1378	4631	1597	1304	992	562	1958	1381	3633	1054	567	626	1480	1328	1869	1760
ENSG00000105219	90	89	9	85	529	1237	150	35	18	3	87	56	427	31	13	25	9	199	38	39
ENSG00000105220	1337	1226	1233	417	865	1720	1564	1148	844	1055	1719	1278	2233	1048	655	617	1470	1506	1289	1223
ENSG00000105221	8914	7850	8567	3764	5345	16899	8883	6273	4117	3395	10193	6220	14526	5942	5144	3192	6549	8764	8692	11477
ENSG00000105223	14262	13844	8691	6884	8648	21827	11428	7126	6568	3711	9745	6153	19156	6277	7280	3003	10437	18961	13451	14663
ENSG00000105227	693	559	674	453	369	1251	728	446	235	224	612	448	729	630	492	488	582	844	346	1166
ENSG00000105229	891	979	1042	488	651	2103	994	725	586	655	1080	712	2077	643	502	381	1170	1028	865	1087
ENSG00000105245	555	1364	848	509	250	1573	844	731	453	793	818	449	1935	585	879	291	647	773	838	1795
ENSG00000105246	43	157	56	42	27	99	29	27	46	177	50	45	359	67	26	16	13	74	16	109
ENSG00000105248	1051	1024	790	724	746	2173	1145	753	634	520	1007	523	1775	711	590	459	984	842	769	1759
ENSG00000105251	0	10	3	7	0	1	4	1	1	12	1	3	9	1	0	0	0	5	0	0
ENSG00000105254	2206	2184	1352	2069	2037	4915	2188	1560	1380	1736	2985	1084	5559	1206	1309	704	2280	2105	1610	2562
ENSG00000105255	2	9	2	1	1	8	4	2	1	12	11	2	33	4	3	2	0	5	0	6
ENSG00000105258	1158	1012	846	940	1135	2306	1279	852	802	776	1180	522	2275	717	566	377	1185	894	1142	1439
ENSG00000105270	432	1610	1190	410	249	1135	1058	663	423	593	701	299	1788	1803	2170	412	1140	729	790	2691
ENSG00000105278	8	5	1	4	1	7	8	1	1	2	0	5	14	5	14	3	5	8	4	19
ENSG00000105281	18636	21878	14559	8816	7337	34640	15381	21096	10681	4480	12912	11490	33497	14155	11429	5570	18517	17344	21863	31365
ENSG00000105287	3732	3098	3143	2120	1410	8070	3626	2646	1867	1867	3337	2790	8761	2180	2130	1341	3106	3520	2240	5323
ENSG00000105289	1132	965	469	242	330	1882	811	455	301	294	523	576	1351	463	439	234	385	1788	569	1885
ENSG00000105290	170	112	50	404	309	613	92	53	44	68	501	149	684	59	209	34	227	105	77	190
ENSG00000105298	953	1311	912	690	606	2199	1351	748	710	939	1034	732	3161	695	606	485	938	983	858	1597
ENSG00000105321	1076	1474	1028	496	504	3337	1175	890	483	438	870	1204	2355	751	974	454	1172	1259	1047	1907
ENSG00000105323	10494	15918	13819	9730	12586	29486	16309	10498	8976	8679	20608	10809	29876	11862	8974	7488	17199	15151	10639	20349
ENSG00000105325	3239	2788	2100	1330	2026	5993	3089	1997	1677	2497	2771	2068	5977	1963	1783	1095	2354	3056	3031	4714
ENSG00000105327	221	213	206	191	90	469	205	122	130	169	402	194	445	183	138	64	230	269	159	249
ENSG00000105329	786	2262	1600	629	946	4218	744	504	619	1343	2098	553	4230	1025	869	494	565	1054	562	2539
ENSG00000105339	1527	1132	947	519	652	2310	1396	1278	556	1300	738	608	2355	746	888	408	936	1087	1023	2078
ENSG00000105341	1786	2017	1773	1645	1243	3278	2192	1689	891	621	2387	1377	3174	1311	1341	981	2255	1521	1878	3079
ENSG00000105352	0	51	1	0	2	8	3	2	2	3	1	6	15	1	4	0	1	2	1	7
ENSG00000105355	7309	5857	3816	2447	3194	8457	5425	4683	2836	2541	3073	4144	7587	2963	3523	1566	4325	5240	5916	7026
ENSG00000105357	4373	3358	2401	2612	1895	9376	4799	2078	1449	1132	5090	4841	17480	3255	2362	1999	4783	6204	1349	9471
ENSG00000105364	1942	2294	1800	1932	1825	4530	2087	1420	1294	1648	2385	1355	6185	1332	1018	803	1796	2454	1940	2697
ENSG00000105366	33	139	65	32	35	72	16	22	64	193	71	61	237	51	14	21	19	50	17	85
ENSG00000105369	57	322	66	141	18	85	26	82	584	2159	26	68	1937	460	40	20	83	312	26	56
ENSG00000105370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000105371	23	32	9	0	5	55	10	5	26	17	6	23	58	14	28	4	6	21	10	94
ENSG00000105372	26789	42672	30260	43293	30988	42173	44118	32473	24540	26553	50441	26525	75024	28629	19752	19583	43518	25700	32856	60843
ENSG00000105373	10548	20638	15438	15379	7376	25041	20034	10397	8688	7407	16446	10805	35503	11646	9374	10082	17464	14602	14747	30538
ENSG00000105374	54	116	133	80	25	154	40	80	155	519	45	70	713	110	49	95	36	124	18	157
ENSG00000105376	75	16	9	8	1	15	6	2	5	17	7	1	15	3	9	1	2	10	6	25
ENSG00000105379	4154	4277	1898	3483	3794	12172	4000	3368	2904	957	5181	1524	8612	2493	2540	1004	5076	3487	2190	5154
ENSG00000105383	33	209	63	34	16	89	31	38	29	54	40	37	199	62	35	13	39	46	15	145
ENSG00000105388	9	845	52	77	2	171	62	79	15	31	2	35	267	68	21	14	59	474	194	208
ENSG00000105392	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	6	3	1	1
ENSG00000105393	3266	2928	2131	1290	2269	5426	3218	2512	1771	1958	2883	1903	6019	2057	2028	1158	3400	2846	2800	4254
ENSG00000105397	2879	4288	2914	2021	2333	6079	4001	3061	2423	3115	3841	2907	7819	2490	1730	1274	4400	3760	2678	5330
ENSG00000105398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000105404	4161	3458	2355	1927	2189	8519	2628	1994	1333	1008	2935	2282	6788	1458	1798	991	3324	3473	5109	4293
ENSG00000105409	3	9	21	42	0	17	9	14	25	114	86	17	227	15	21	9	4	10	1	20
ENSG00000105426	9069	7836	6778	4633	2854	17786	11116	7849	3618	4548	8830	6760	11730	4848	6004	2926	7740	6350	5585	14388
ENSG00000105427	102	150	57	79	55	342	180	77	42	22	121	19	128	76	79	10	34	124	63	302
ENSG00000105428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105429	6108	5430	4619	2936	1857	9663	7571	4085	3565	3419	8750	1837	7766	4901	4517	2763	6013	6540	6844	6716
ENSG00000105438	19361	11937	10348	7701	17117	29043	13447	11670	8599	6206	12340	8880	24438	8800	8191	5411	8560	13898	16410	16256
ENSG00000105443	4802	5007	3268	2476	4111	15457	5047	3632	2229	1643	6086	4855	10420	2963	2842	1648	4746	4676	4016	7032
ENSG00000105447	2365	2484	1849	1153	1750	5030	2319	1936	1380	1286	2940	1510	4860	1708	1472	934	1735	2175	2308	2740
ENSG00000105464	14	97	27	15	39	95	39	22	20	23	45	34	298	23	240	12	15	85	16	65
ENSG00000105467	2	2	1	1	1	4	2	1	0	3	1	0	13	0	1	0	0	2	1	5
ENSG00000105472	246	553	312	300	545	969	336	107	208	176	425	167	710	199	252	117	290	216	310	390
ENSG00000105479	111	20	4	10	15	86	16	18	9	9	21	7	99	9	23	3	9	276	7	72
ENSG00000105483	835	1679	927	687	702	1272	1421	1174	936	1178	1853	1524	2305	1135	858	519	801	1620	967	1837
ENSG00000105486	835	893	973	665	860	2255	1419	774	739	1250	1871	754	2942	798	709	349	850	1070	510	2203
ENSG00000105492	58	38	22	10	6	22	13	11	11	32	6	8	47	18	11	5	13	25	3	19
ENSG00000105497	336	423	511	316	236	460	628	532	275	386	622	358	747	455	263	211	609	551	313	708
ENSG00000105499	295	1051	1582	749	1009	2172	1105	459	604	146	2017	657	1266	455	364	365	934	370	167	526
ENSG00000105507	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000105509	3	8	1	0	0	14	0	0	3	12	7	4	4	4	26	2	1	5	6	23
ENSG00000105514	13964	12767	11799	8820	9107	21847	16083	14044	7591	7937	9075	10076	17516	9737	5482	7675	11255	17820	14977	8555
ENSG00000105518	6337	4646	4924	4261	7665	15344	6383	4452	3452	4160	4031	4659	13770	3379	3707	2336	5265	6464	6288	7462
ENSG00000105519	1726	1628	956	545	826	5423	2019	766	583	338	436	965	3254	595	1019	725	1032	3933	581	2148
ENSG00000105520	6832	3031	2988	2224	5599	12546	3608	2565	1975	2102	3513	3586	8923	1519	1936	1705	4644	4511	4797	4110
ENSG00000105523	1054	537	25	20	503	607	501	214	10	10	351	29	132	113	36	35	45	608	45	717
ENSG00000105538	402	425	325	77	169	1037	271	225	164	363	364	102	1506	287	348	121	272	230	266	643
ENSG00000105549	5	20	48	6	15	108	32	9	8	19	43	19	155	6	16	12	5	69	25	7
ENSG00000105550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000105552	4949	3736	3043	2245	1682	5776	5780	5757	2767	969	6102	2166	8214	2008	1715	1559	4315	3427	3695	5069
ENSG00000105556	1242	1339	900	596	914	2329	1182	758	650	692	1176	852	2251	905	706	361	1065	1262	1147	1776
ENSG00000105559	1733	1410	800	262	117	1000	803	395	507	593	488	496	2389	768	1394	300	349	936	498	2718
ENSG00000105568	21750	18425	12433	11507	20099	44671	19808	15711	11650	8894	22501	11913	36429	13820	12518	7176	20510	19956	20236	23224
ENSG00000105576	4204	4529	4280	2965	3070	7768	5652	4234	4321	6032	9305	4586	10395	4956	4487	2417	6367	6582	4991	6535
ENSG00000105583	6885	4773	3558	3390	5604	11615	5988	4226	3324	3631	4190	3202	10082	3508	3856	2062	5207	5616	6700	7232
ENSG00000105605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105607	2128	1694	1340	955	1326	2189	1728	1537	1238	1602	1287	963	3595	905	957	596	1574	1703	1912	1782
ENSG00000105610	6	1	0	0	2	5	3	0	3	2	4	0	13	1	0	1	2	9	1	3
ENSG00000105612	1283	3243	2246	2124	1759	6348	3856	1615	2319	2138	1165	2037	8736	2120	2519	1065	1603	5460	2397	4368
ENSG00000105613	18	38	22	131	3	51	29	8	6	7	369	4	203	7	10	3	5	59	25	20
ENSG00000105617	702	539	466	345	564	1345	604	351	253	176	458	359	1057	320	308	241	542	555	362	821
ENSG00000105618	2623	3127	2140	1978	2491	4919	3419	2111	1752	1478	2788	1913	5557	2015	1761	1047	2669	2581	1742	3941
ENSG00000105619	1816	1598	1068	1189	1152	3170	1212	1185	911	606	1508	595	2428	795	743	428	879	1917	1382	1405
ENSG00000105639	172	540	263	257	35	408	220	149	404	1188	247	194	1662	494	315	126	119	539	85	470
ENSG00000105640	4723	7439	6536	7326	5887	7603	7547	5661	4471	5640	8827	4032	14737	4376	2982	3776	6333	4846	5844	7614
ENSG00000105641	9	213	2	15	2	10	4	3	15	4	2	12	14	34	5	2	12	7	2	9
ENSG00000105643	951	1500	942	465	508	1976	1230	507	562	953	743	1223	2090	1118	868	444	525	920	490	2596
ENSG00000105647	5095	4367	3737	2833	3848	11032	5190	3778	2803	3760	8565	2681	9872	3148	2332	2155	4475	4558	3350	6558
ENSG00000105649	391	445	463	268	282	1018	300	332	270	222	935	218	897	380	193	159	338	408	749	344
ENSG00000105650	47	13	15	12	25	68	15	12	13	36	32	10	74	12	44	6	18	17	24	65
ENSG00000105655	604	1050	657	485	990	2053	1458	424	478	1217	2041	415	4308	575	1077	308	740	1716	369	3632
ENSG00000105656	1091	1462	1164	579	841	2443	1215	922	795	1274	1275	995	3182	970	1053	536	882	1664	1309	1980
ENSG00000105662	2040	1629	1445	1348	897	4063	2461	976	1018	920	2902	1353	2562	1203	920	1171	1529	1628	1620	2243
ENSG00000105663	2604	3635	3309	1643	2020	6316	4159	2734	2614	3920	4321	3653	8070	2662	1964	1482	3696	4593	3109	5013
ENSG00000105664	453	1007	2053	1096	270	611	51	299	237	539	1713	1277	4945	1170	820	262	222	747	37	51
ENSG00000105668	33	3	9	8	57	146	566	19	6	14	0	25	46	111	159	39	16	693	10	1315
ENSG00000105669	10860	8244	6038	5774	9135	19900	7209	6421	4564	3235	6049	4597	16386	3688	3880	2441	7600	7095	11281	7811
ENSG00000105671	2373	2511	1797	2005	2287	4681	2666	2239	1731	1761	3004	1507	6396	1813	1286	998	2861	2552	2164	2832
ENSG00000105672	83	41	30	44	32	115	77	22	23	17	50	14	98	18	24	11	71	52	64	75
ENSG00000105675	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
ENSG00000105676	2787	2737	2912	1861	2442	6303	3098	2462	1586	1400	3834	1926	6182	1818	1049	1288	2974	2999	2252	2627
ENSG00000105677	3375	2880	2366	1832	2566	4789	2614	2671	2341	2171	2934	1531	6833	2054	1765	1123	3079	3300	4297	3723
ENSG00000105679	2	2	2	4	0	3	4	2	5	7	6	6	9	2	4	2	12	4	0	5
ENSG00000105695	46	0	1	0	0	0	15	5	0	0	0	4	3	0	15	2	13	0	0	0
ENSG00000105696	122	46	54	216	25	117	19	17	30	82	271	22	124	6	99	12	81	21	14	45
ENSG00000105697	17	69	14	11	1	21	17	6	6	8	5	8	20	10	40	3	6	11	5	60
ENSG00000105698	4342	5438	3721	3475	4739	11393	4858	3169	2940	3456	5723	3440	9952	3446	2982	1851	5509	5486	3744	5989
ENSG00000105699	10700	8086	5859	4250	6694	20090	7593	6821	5063	3065	5109	5321	22824	3806	4172	2437	6414	11029	9870	8270
ENSG00000105700	3244	3252	2732	2166	2096	4768	3503	2718	2082	1945	3168	2502	6287	2205	2323	1440	3486	3053	3551	4642
ENSG00000105701	18554	14385	9768	8872	14340	31592	14247	10917	8222	6382	13274	6939	26302	8075	8579	4632	14564	13620	13584	19688
ENSG00000105705	1520	1571	1069	972	1088	2835	1666	1259	1097	1127	1628	1071	3150	1141	979	583	1369	1579	1349	2149
ENSG00000105707	29362	12139	20941	8439	20089	39624	9434	15345	9155	5704	15060	16899	15186	4876	2673	5571	15815	10718	25835	4350
ENSG00000105708	541	598	681	478	515	873	843	614	533	993	828	718	1143	756	499	329	765	791	522	793
ENSG00000105711	729	317	519	95	446	2170	131	207	110	141	202	870	1209	133	139	159	698	420	238	318
ENSG00000105717	8	17	8	31	5	44	13	6	5	32	6	6	130	14	28	6	11	30	1	50
ENSG00000105722	1259	2961	1441	644	648	6015	1536	703	825	1269	2227	1357	3541	1564	2680	586	1453	2453	1865	6287
ENSG00000105723	5315	4302	3405	2742	2337	10493	4928	4161	2795	2224	5110	2131	8830	3314	3161	1907	5280	5409	5625	5805
ENSG00000105726	5842	4761	3886	2673	5385	10007	5036	4572	4106	3686	4372	2957	14436	3702	2618	1772	4593	6299	6244	4857
ENSG00000105732	1910	1451	1341	979	709	3457	1745	1369	963	1042	1483	920	3256	1401	937	681	1406	1680	1814	1967
ENSG00000105737	308	394	201	102	44	350	258	140	68	65	118	166	344	313	542	110	222	153	174	823
ENSG00000105738	6083	6322	7395	4035	4846	10988	8848	5615	5006	4403	9756	7580	7891	4873	2895	3181	7353	5440	5187	6472
ENSG00000105750	247	365	583	330	318	450	403	293	329	300	637	388	504	356	162	155	439	397	260	398
ENSG00000105755	2321	1899	1251	1357	986	4456	2020	1692	929	516	952	482	2497	752	1165	797	1380	1940	2267	2754
ENSG00000105767	3039	2727	1456	1382	1134	6742	3895	2280	1520	721	2196	917	5546	1655	2814	872	3480	2876	1625	4321
ENSG00000105771	1819	1543	1696	1241	823	3565	2104	1886	938	795	2386	670	3907	1405	1424	728	2574	1820	1472	1986
ENSG00000105778	1048	1488	1765	529	523	1873	1424	1295	1098	1610	2229	1649	3635	1690	903	817	2385	1950	1131	1485
ENSG00000105784	56	167	162	40	35	72	78	55	29	37	110	22	119	108	109	45	96	77	93	173
ENSG00000105792	1385	586	588	282	1248	1398	2467	1351	1256	3280	307	381	8706	2560	993	359	777	5846	787	2021
ENSG00000105793	597	978	884	490	499	1137	1106	811	723	1181	1486	873	1446	1027	641	401	972	949	773	1125
ENSG00000105810	1258	5367	781	417	453	782	5915	4458	2957	3737	651	696	1187	6074	1659	942	1401	2131	5066	3635
ENSG00000105819	3936	5326	4305	4164	3416	6027	5666	4947	3560	4135	6324	3859	6234	3622	3493	2056	4911	4728	6554	5961
ENSG00000105821	990	1638	1190	1109	938	1945	1554	1155	1310	1798	1641	1543	2898	1567	1067	745	1743	1738	1069	1928
ENSG00000105825	323	1018	64	16	13	81	111	202	218	53	8	273	56	589	1388	42	26	228	235	1214
ENSG00000105829	1879	1416	1272	1017	1609	2184	1856	1683	948	887	1376	1155	1799	1376	1209	694	1749	2083	1774	1929
ENSG00000105835	7624	21873	5542	2744	2639	10218	6247	6959	6946	7328	4676	17177	10124	7415	16149	2958	7165	11599	42666	24940
ENSG00000105849	1637	2089	3085	1364	1611	3584	2646	2385	2412	3170	3432	2483	4292	3520	1972	1315	3397	3414	1919	2382
ENSG00000105851	54	402	196	50	23	103	72	83	187	608	131	92	415	226	79	77	74	196	59	228
ENSG00000105852	6	15	3	4	2	8	5	6	2	3	3	2	6	11	19	1	2	14	0	43
ENSG00000105854	2433	2799	1744	1631	1360	2788	2419	2162	2086	1823	3261	2496	3013	1723	1728	895	3418	2196	2952	2705
ENSG00000105855	584	2838	1288	903	366	1071	2561	1162	1526	1602	511	725	1682	3615	4051	962	2778	1295	863	6832
ENSG00000105865	388	454	349	341	373	609	545	397	294	380	463	401	655	400	268	189	547	396	349	476
ENSG00000105866	857	1172	985	459	497	1092	1221	778	756	1441	1182	950	1416	1041	1044	594	1471	1018	550	1458
ENSG00000105875	660	934	485	384	533	1572	970	633	499	841	408	493	1752	658	763	293	693	966	584	1445
ENSG00000105877	20	29	16	9	10	32	36	17	8	5	10	20	31	46	63	13	12	296	9	124
ENSG00000105879	1829	2171	2810	1241	1153	2605	2689	6968	2800	2880	2524	2015	3729	2704	2091	1318	2808	2471	8946	2950
ENSG00000105880	321	66	56	78	179	259	196	39	38	59	64	36	169	101	29	34	28	204	94	125
ENSG00000105887	7513	8878	6649	4138	4428	9740	8975	7224	5953	10374	5844	8361	13268	8031	8005	3736	8320	9243	8369	11909
ENSG00000105889	511	334	259	188	545	614	490	495	311	244	716	215	783	354	327	169	288	440	673	447
ENSG00000105894	483	4820	1467	1355	268	2614	5121	3906	2076	288	357	331	795	1782	2491	497	745	1948	4629	4206
ENSG00000105928	136	488	309	167	114	240	214	127	98	174	280	123	473	276	548	92	193	197	153	631
ENSG00000105929	3	9	1	7	0	2	34	4	0	6	0	4	33	0	25	3	0	27	0	51
ENSG00000105939	2155	3468	3052	2190	1363	5222	4486	3415	3415	5012	4233	2890	6341	3429	2886	1547	2806	3605	3329	5716
ENSG00000105948	237	312	380	145	133	334	331	278	294	491	384	333	562	316	205	124	361	480	280	321
ENSG00000105953	9334	9104	11522	5215	8053	22571	10338	9343	4903	4265	16560	6649	27650	8127	7102	4476	11388	8380	9035	13838
ENSG00000105954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105963	258	311	175	201	351	381	197	77	51	97	750	136	999	191	215	71	270	763	134	515
ENSG00000105967	50	326	157	94	19	94	53	80	195	599	144	136	411	165	54	34	48	158	37	138
ENSG00000105968	9503	9818	7687	5697	8204	15327	10844	8863	5574	7364	14679	7040	18755	10497	8249	4319	12033	8393	9485	11532
ENSG00000105971	913	1358	843	400	286	1080	1538	539	388	565	948	419	1805	1577	2445	524	939	839	878	5766
ENSG00000105974	1780	3050	2706	1046	702	2767	3926	1568	1120	1683	2757	659	5422	4715	6402	1478	2923	2157	3451	12493
ENSG00000105976	2380	1409	790	485	269	843	1178	595	370	548	501	728	1772	1771	2000	809	1111	910	324	5084
ENSG00000105982	118	164	100	75	142	259	152	131	65	116	114	196	276	111	99	82	154	140	110	159
ENSG00000105983	2592	3768	3577	2029	2582	4820	3698	2790	2078	3119	4113	2781	5506	3760	2901	1654	4495	4218	2718	3891
ENSG00000105989	5	312	79	44	21	42	38	47	38	71	49	78	93	273	89	41	35	55	21	82
ENSG00000105991	23	52	38	41	19	41	51	14	28	32	15	36	154	56	35	19	53	63	40	130
ENSG00000105993	2007	2871	2057	1314	1970	4402	2642	2259	1769	2313	2604	1748	5000	2617	2543	947	2092	3375	2349	4648
ENSG00000105996	4	16	13	8	18	17	56	24	7	14	12	8	45	39	19	10	10	10	11	139
ENSG00000105997	30	378	268	209	247	351	489	258	142	206	212	78	468	419	162	127	107	242	98	702
ENSG00000106003	3009	6193	3106	1800	1775	8439	5456	6104	3070	1465	2345	2654	7793	1964	1646	1146	5286	4154	2911	3644
ENSG00000106004	31	314	157	42	150	174	344	224	81	43	177	36	369	150	89	79	72	209	46	506
ENSG00000106006	8	123	65	8	35	66	130	76	33	11	70	10	161	43	39	25	19	87	6	106
ENSG00000106009	3703	3655	3070	2408	2861	8167	3723	2507	2317	2330	3794	2340	10122	2133	1622	1200	3449	3154	2931	4126
ENSG00000106012	2082	2226	2498	1339	1057	4449	2643	1732	1167	1031	2475	2084	5280	2301	1518	1364	2514	3509	2210	3247
ENSG00000106013	1	9	1	4	0	0	4	3	1	2	0	0	1	4	4	1	2	4	0	8
ENSG00000106018	41	613	415	176	100	478	320	165	107	43	121	150	786	174	1187	96	118	275	156	882
ENSG00000106025	799	488	422	777	1689	1990	527	553	541	437	341	3167	1788	881	882	498	285	1700	849	2297
ENSG00000106028	1919	2641	2051	1846	2262	3477	2485	1932	1794	2326	2949	1723	4541	2159	1461	1101	2144	2448	1806	2904
ENSG00000106031	1317	1232	1114	859	1876	1335	2446	1687	724	1579	1459	150	4387	1688	1095	846	1025	2636	1558	2155
ENSG00000106034	384	2637	1900	505	242	969	1298	951	404	446	791	706	789	2360	2426	715	1194	992	1044	3280
ENSG00000106038	148	99	14	24	13	162	53	5	29	25	2	36	134	47	59	21	13	279	56	279
ENSG00000106049	4237	4313	3006	3548	2775	6031	4457	3879	1988	2576	3893	2400	8408	4386	3155	1761	4792	4273	4765	5195
ENSG00000106052	11209	11989	9848	5798	7477	17699	11625	10727	7066	9632	11397	10647	24877	11305	10272	5751	11993	14162	12701	15138
ENSG00000106066	663	2748	982	446	237	1171	423	330	441	1063	384	506	2790	1087	908	317	375	800	404	1396
ENSG00000106069	677	1803	2001	2089	758	3229	1913	2167	952	430	1754	1121	3508	1374	1029	1117	4512	292	205	984
ENSG00000106070	3621	1689	1613	1098	1008	5071	2373	2244	1330	1864	2263	2045	10602	1538	1902	739	2375	2165	3906	3312
ENSG00000106077	4034	2297	1928	1321	1433	5420	2353	2614	1276	1757	2180	2472	5961	1757	2971	1299	1895	3568	4248	5168
ENSG00000106078	7096	4094	2889	3314	2958	5745	5418	7835	3371	1580	2548	3645	8880	3518	2883	2453	5689	3870	9975	5548
ENSG00000106080	283	420	334	131	208	294	423	307	231	406	355	611	701	511	504	178	292	498	358	797
ENSG00000106086	155	156	139	52	93	209	168	164	145	173	171	295	445	232	161	51	150	293	222	255
ENSG00000106089	86	147	58	95	91	235	145	81	131	239	173	92	382	97	112	42	104	102	70	299
ENSG00000106100	729	443	410	172	212	749	365	185	189	362	276	408	1047	288	226	153	216	349	160	1061
ENSG00000106105	4474	4017	3478	2411	3558	8117	4100	3957	3480	3924	5547	3848	12552	4861	2913	1726	6080	5505	6334	4523
ENSG00000106113	2	0	3	2	0	0	3	3	1	0	0	0	1	1	1	0	0	0	0	2
ENSG00000106123	1895	5830	1581	1170	3673	2906	4279	2354	3030	372	873	977	2775	2896	6066	916	1524	1124	458	6522
ENSG00000106125	722	401	596	217	186	586	496	388	523	616	531	751	1213	462	552	232	592	549	512	825
ENSG00000106128	33	7	12	25	37	47	40	43	0	1	62	1	59	1	1	6	42	3	24	2
ENSG00000106133	463	782	407	542	277	1397	1429	622	735	1431	1009	1084	2257	357	275	213	907	866	751	1385
ENSG00000106144	908	1497	1598	1476	1516	2566	2241	1455	1677	2471	4453	1859	4470	2096	1028	910	2316	2024	1058	2475
