	CH573701	CH573801	CH573901	CH574001	CH574101	CH574401	CH574601	CH574801	CH575001	CH575101	CH575201	CH575301	CH575401	CH576201	CH576301	CH576401	CH576501	CH576601	CH576701	CH576711
ENSG00000106153	9193	10138	6727	6033	9526	17642	9595	7106	5057	4784	8047	5040	21863	5561	5909	3331	8203	9161	9751	10889
ENSG00000106178	0	23	0	0	0	69	1	2	0	0	0	2	44	3	0	0	0	7	0	1
ENSG00000106211	14729	7413	4366	2480	1587	17250	10162	7054	6620	6860	4115	7583	33824	9066	10982	1992	3802	12900	7118	53454
ENSG00000106236	161	235	76	90	466	376	132	92	94	41	218	325	946	61	103	22	109	138	114	97
ENSG00000106244	4897	5132	3759	3340	4478	10773	5856	3969	3182	3830	5428	3693	10603	3635	3516	2041	5535	5636	4604	7077
ENSG00000106245	2593	2415	1926	1644	2327	4831	2662	1979	1700	2027	2206	1688	4564	1986	1817	835	2682	2345	2470	3549
ENSG00000106258	18	42	30	48	9	194	272	65	22	7	15	33	159	160	171	69	39	178	51	2763
ENSG00000106261	2760	8832	10072	2427	1089	7364	10028	7883	4957	5368	9542	8876	6754	7708	3782	3852	7417	7197	4385	6771
ENSG00000106263	10949	10831	10934	8284	8766	21065	13449	10989	11638	11641	15872	8237	29243	10910	6707	5443	12034	10573	12908	13446
ENSG00000106266	566	628	644	263	294	1029	465	424	384	678	472	427	1350	477	292	281	710	596	500	816
ENSG00000106268	365	290	189	192	128	398	252	206	172	283	273	152	709	227	130	87	236	150	140	449
ENSG00000106278	6	67	55	17	14	52	202	31	599	2154	13	8	88	55	211	41	24	159	190	1453
ENSG00000106290	3064	2630	1963	1371	2221	5198	2987	2089	1320	1869	2477	1512	5675	1743	1893	1040	3058	2837	2363	4468
ENSG00000106299	5541	5722	5847	3262	2611	8122	5593	5099	3914	6717	7245	6958	8005	5360	4324	2723	7732	7195	7145	7059
ENSG00000106302	0	5	1	0	0	2	0	1	1	2	0	0	203	0	4	0	0	1	0	1
ENSG00000106304	0	1	0	1	0	1	0	3	0	0	0	1	10	0	0	0	1	0	0	1
ENSG00000106305	1186	1207	1316	806	1082	2599	1395	1002	673	593	2558	661	3807	948	555	655	1405	1204	1214	1359
ENSG00000106327	3	8	1	6	4	6	4	4	7	30	8	3	22	1	4	3	4	9	4	9
ENSG00000106328	3	3	0	0	1	7	6	3	1	2	4	3	2	0	1	0	3	1	3	9
ENSG00000106330	1125	862	582	604	763	2379	886	775	585	661	733	434	1692	478	507	287	879	726	880	1148
ENSG00000106331	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0
ENSG00000106333	566	3797	3270	852	524	2526	1350	1008	646	1148	855	594	1766	1881	1705	504	969	1176	1423	3228
ENSG00000106336	36	51	26	44	28	118	76	41	17	19	17	12	41	21	36	22	55	81	27	133
ENSG00000106341	0	0	1	2	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000106344	604	791	608	399	515	1244	1053	760	756	1264	1285	860	1696	758	636	336	933	1109	594	1309
ENSG00000106346	835	1158	1216	560	538	2028	1363	965	887	1605	1399	1123	2350	1137	826	537	1140	1253	1087	1409
ENSG00000106348	4589	4517	3341	2311	3561	9807	4184	5425	3847	2547	3878	3120	12096	3712	2009	1620	4060	5045	4654	4343
ENSG00000106351	3412	3759	2941	2115	2897	6882	2737	2693	1735	1065	4807	967	5127	1308	2643	962	3055	3727	4327	4681
ENSG00000106355	1525	1329	1324	1007	1302	1999	1756	1401	1094	1478	1946	1045	2904	1815	1125	797	1776	1566	1698	1808
ENSG00000106366	657	7437	4535	142	199	4079	189	113	936	1405	4108	3001	4121	1910	5831	937	1335	4264	2710	6506
ENSG00000106367	4052	2356	1474	1773	1899	4979	2507	2493	1982	2515	2089	1538	3766	1722	1406	647	2539	2813	2333	2486
ENSG00000106384	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000106392	439	499	198	166	327	394	377	198	259	440	610	475	682	386	264	152	394	477	255	711
ENSG00000106397	2632	3171	2483	2374	2277	7594	2985	2700	2257	1983	3942	1605	9999	2262	1571	920	3639	4078	2558	2779
ENSG00000106399	502	526	478	464	589	639	638	413	405	363	527	384	1086	366	334	216	617	471	440	763
ENSG00000106400	2911	2395	1741	1809	2187	5031	2311	1817	1239	1355	2058	1310	5122	1412	1377	760	2163	2198	2749	3160
ENSG00000106404	171	186	108	159	123	433	236	214	252	328	177	198	716	206	102	54	247	363	205	321
ENSG00000106410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000106415	812	742	508	428	455	791	1082	832	812	1705	538	856	1383	1035	580	339	753	1172	430	1532
ENSG00000106436	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000106443	1882	2931	2985	1717	2270	4514	2965	2455	2400	3791	4047	3111	4986	2706	1706	1459	3598	3896	1861	3101
ENSG00000106459	788	905	790	407	618	1424	1128	674	595	836	858	746	1458	837	669	439	982	970	619	1385
ENSG00000106460	4167	6425	5447	3635	4646	6494	7435	5530	3762	2901	9378	4375	6076	5796	6118	3452	9128	6972	4638	8753
ENSG00000106462	207	312	229	209	91	552	351	367	544	1122	801	359	1136	314	122	117	423	323	335	293
ENSG00000106477	573	599	572	301	619	936	750	529	422	365	677	516	898	507	453	285	771	896	670	967
ENSG00000106479	1359	1745	1594	1079	1067	2401	2768	1704	2065	2745	1945	2127	2849	2021	1142	974	1974	2326	1981	3213
ENSG00000106483	990	2161	9134	2416	813	2269	419	1291	1558	3560	4729	1169	7092	1509	1903	607	1054	1077	1362	1671
ENSG00000106484	606	2166	1443	1627	597	1445	1323	1301	1888	3325	2958	1118	3757	1400	1454	882	1037	1695	1008	2177
ENSG00000106511	19	20	112	20	3	15	11	41	107	370	103	6	132	63	102	5	40	7	119	23
ENSG00000106524	944	1231	890	503	759	1420	1179	720	517	700	876	855	1324	1275	898	446	1200	933	700	2128
ENSG00000106536	1663	1822	1628	696	1469	2534	1940	1538	1168	1152	2123	952	2473	1426	1390	708	2165	1980	1734	2137
ENSG00000106537	11815	9445	7059	6476	13508	18780	8492	11487	6711	9585	9652	11288	33389	12055	5918	6367	17725	13463	17748	6114
ENSG00000106538	359	2231	665	365	200	1303	832	503	292	379	309	244	1142	1213	1468	330	697	773	507	2567
ENSG00000106540	18	16	7	13	18	6	14	19	11	5	9	12	19	14	5	3	19	6	16	21
ENSG00000106541	1925	28315	10421	15110	18568	63744	11171	30226	12048	1738	226	14865	85187	20604	31736	10591	23607	27085	7218	19628
ENSG00000106546	1452	5458	2343	912	735	2211	2484	1573	1588	3892	2343	1731	3500	4640	4492	1221	1985	2646	1634	9553
ENSG00000106554	1367	1835	1862	1220	1220	2273	1839	1490	1195	1735	2504	1404	3863	1447	1221	902	2036	1840	1582	2290
ENSG00000106560	150	537	434	192	220	200	238	246	208	622	145	333	681	350	148	108	183	380	116	507
ENSG00000106565	951	3667	418	817	841	1050	1850	232	521	1627	736	341	2355	1260	507	240	391	1182	198	685
ENSG00000106571	231	1009	773	309	999	1109	1047	565	284	514	285	526	811	1335	1262	425	458	685	573	2636
ENSG00000106591	2714	2486	1960	1851	1754	4050	2886	2929	1820	2215	2457	1781	7880	3033	2886	886	2151	3631	2541	5010
ENSG00000106603	1129	1243	1128	906	931	1733	1789	1243	1081	1266	1400	1336	2639	1961	1168	574	1852	1518	1425	2173
ENSG00000106605	1680	1589	663	661	997	1710	1261	1440	1020	652	1218	1393	3405	1685	1507	527	1745	1399	1877	2611
ENSG00000106608	3276	2904	2644	1607	1950	5171	3604	2805	2142	2457	2665	2430	6586	3765	2504	1384	2877	3355	2842	4602
ENSG00000106609	9755	10973	10903	7191	10278	16617	12529	9427	5920	6911	11539	7085	14872	9719	8414	5793	10885	10879	10931	13569
ENSG00000106610	546	394	461	300	485	2101	543	505	178	298	565	472	587	203	355	197	599	413	590	660
ENSG00000106617	1824	2518	2898	2136	1755	3937	3200	1977	3062	6018	3093	2943	4495	2274	1787	1309	2933	2888	2127	3744
ENSG00000106624	4856	15970	18248	5485	2480	12666	6283	4431	4271	9497	9805	2884	17682	6898	17806	2825	5701	6267	3947	16924
ENSG00000106628	7002	6058	5133	4144	6002	11954	7004	6714	4836	4767	9622	3400	22970	6342	2928	2668	8366	5756	8310	6946
ENSG00000106631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106633	5	11	8	3	3	11	7	7	3	3	5	2	24	9	13	4	5	14	4	28
ENSG00000106635	2168	2212	1545	1094	1476	4576	2189	1828	1432	1888	2251	1630	3438	1959	2075	714	1803	2538	2675	4560
ENSG00000106636	6505	4599	3964	2436	3970	10405	5601	4738	3679	3818	5490	4245	12877	5008	3800	2371	5174	6981	6836	5951
ENSG00000106638	5673	3555	4185	2763	4216	7393	4012	4569	3017	3540	3754	3925	7931	3321	2107	1749	4115	4478	5557	3823
ENSG00000106648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106665	565	1211	928	639	408	1261	849	640	545	1157	1366	650	1973	810	1264	398	1166	537	394	2429
ENSG00000106682	12333	14037	11381	7898	9833	22411	15256	12164	10048	13169	15139	9740	22612	11665	11188	5801	13191	12487	13875	21040
ENSG00000106683	1779	1733	1680	810	731	2216	1486	1161	1346	2724	2264	1051	4329	1085	953	715	1345	1787	1396	2073
ENSG00000106686	54	110	43	41	16	70	100	151	31	21	24	146	88	29	121	15	33	50	205	204
ENSG00000106688	1793	1529	1808	1111	781	1586	1333	3173	431	276	1107	704	930	884	444	533	327	1413	4255	1435
ENSG00000106689	3	2	1	2	1	8	0	0	6	12	16	2	22	2	0	0	4	3	3	0
ENSG00000106692	1503	1743	1704	1165	1093	1577	2049	2013	1169	1598	2890	3572	2883	1727	1170	877	2351	1380	2088	1989
ENSG00000106701	203	127	209	97	60	225	158	196	131	187	533	226	565	175	64	79	503	214	250	99
ENSG00000106714	37	431	98	262	208	606	612	229	269	42	285	259	87	161	337	92	907	72	63	1180
ENSG00000106733	1445	1262	549	500	387	890	1074	1020	600	378	475	658	814	784	791	443	628	1252	1728	2055
ENSG00000106771	6885	7716	9812	4011	7409	10610	7650	6438	4541	9193	10421	13679	11124	9019	5942	4744	11905	6316	6686	9573
ENSG00000106772	3741	13431	9029	5449	899	10405	10010	14815	8378	11097	5505	8399	14403	10033	13579	5192	14077	8099	5373	13261
ENSG00000106780	2743	2742	2406	1468	926	1992	2823	2133	2031	2229	2573	3983	3223	2269	2051	1147	2021	1187	1717	2600
ENSG00000106785	1646	3784	4800	2622	1639	8241	4195	3456	3052	4293	9117	5962	13333	3884	2362	2770	3217	4497	2098	4734
ENSG00000106789	4561	5586	10797	3610	1515	17910	8313	10213	4437	3533	14359	5695	13621	4298	4643	3227	9703	6599	10570	7780
ENSG00000106799	3517	3699	2410	1427	932	2504	3042	2996	2769	3090	3239	4048	3693	3489	4868	1135	2347	3938	3046	5060
ENSG00000106803	6697	5144	4095	4016	6188	11243	5868	4483	3395	2055	4301	3103	11097	3704	3131	2270	4938	6189	6627	5103
ENSG00000106804	315	568	560	299	284	342	591	498	430	734	730	855	534	401	477	234	517	328	429	667
ENSG00000106809	232	2336	2212	516	223	695	1694	1192	622	1061	432	379	552	1834	4303	790	877	1770	1027	2578
ENSG00000106819	251	434	983	415	344	877	102	268	253	474	1559	478	1058	319	715	236	267	305	223	311
ENSG00000106823	241	927	1006	257	173	584	294	449	240	567	710	317	721	506	908	241	421	439	424	806
ENSG00000106829	616	632	667	296	368	715	1211	332	387	1279	246	1661	1033	584	716	221	230	366	338	1075
ENSG00000106853	12018	2977	1981	5729	3920	16967	4864	2717	1436	810	2659	9110	21010	1204	4925	2376	3965	2003	2826	4884
ENSG00000106868	596	892	537	514	568	1904	899	621	434	252	874	1001	1287	389	486	226	1244	569	693	1052
ENSG00000106927	6	4	13	2	8	9	3	3	3	2	1	31	4	5	2	7	6	1	7	6
ENSG00000106948	827	2680	1963	689	326	2400	1141	1041	1388	3567	962	1230	3846	1486	1019	644	852	1765	1328	2518
ENSG00000106952	8	92	61	15	4	24	7	14	35	144	29	23	116	26	41	12	13	32	20	38
ENSG00000106976	95	375	230	116	55	320	157	104	106	207	175	175	333	222	218	60	87	203	136	321
ENSG00000106991	4061	4978	6178	2554	1766	9556	1956	2198	2165	4842	5372	1310	20686	2075	2750	1461	2737	3672	2400	4895
ENSG00000106992	745	746	466	328	880	1904	624	393	476	209	1808	178	1659	390	459	200	945	1153	580	1022
ENSG00000106993	1515	1580	773	488	690	2011	1099	1110	597	464	1310	1093	1517	1223	1373	493	1439	1209	2100	2744
ENSG00000107014	1291	54	6	45	113	16	87	292	34	19	521	59	23	19	74	76	5	149	3446	131
ENSG00000107018	23934	11	33	391	66	64	795	2309	28	87	1385	467	142	22	125	6	26	337	40416	223
ENSG00000107020	3100	774	547	570	895	827	684	810	362	141	1067	489	1059	495	605	293	1015	705	3419	1086
ENSG00000107021	3225	2754	2032	1723	1521	4834	3909	2805	2019	1877	2634	3210	3596	2738	2363	1221	3429	2861	3537	4584
ENSG00000107036	955	1508	1169	538	486	1255	1236	1008	714	969	1554	1335	1864	1494	1163	682	1279	1513	1292	2343
ENSG00000107077	1425	2036	1489	1047	1522	2586	1500	1383	988	903	2822	1704	2532	1721	1318	805	1803	1958	1516	2328
ENSG00000107099	1389	1506	3498	530	296	1182	933	974	943	3053	459	2223	2818	1137	1189	504	396	1073	4800	3715
ENSG00000107104	3461	4622	3595	1392	1736	6028	5439	3839	1996	1508	2216	5100	5703	4365	4806	2122	3301	3235	2966	13102
ENSG00000107105	11	215	251	136	593	241	191	106	121	28	1014	31	53	100	43	14	213	81	6	16
ENSG00000107130	1518	2936	2447	1340	404	3297	2835	1543	846	1010	3000	1112	4051	2664	3719	1030	2115	1486	2427	6971
ENSG00000107140	3302	2847	1810	1383	2511	5649	2398	2247	1769	1925	2351	1862	4590	1761	1748	828	2632	3044	3456	3890
ENSG00000107147	4	3	2	2	3	1	162	1	5	9	2	11	16	2	5	0	2	150	2	3
ENSG00000107159	39	4	7	7	1	4	2	4	0	1	0	0	0	2	2	0	4	1	0	3
ENSG00000107164	3112	4097	4125	2313	2959	6253	5132	3440	2647	3079	5393	4927	6629	3648	3176	1971	4752	4772	3841	5239
ENSG00000107165	7	135	29	5	1168	130	12	11	5	3	28	21	27	9	4	2	12	53	70	7
ENSG00000107185	678	725	685	203	326	1181	709	597	514	834	925	1163	880	537	519	330	593	957	923	1020
ENSG00000107187	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0
ENSG00000107201	783	1540	1685	1003	942	2165	1206	1449	1090	2253	1446	5015	8490	1142	1130	674	662	2078	630	1472
ENSG00000107223	15171	10618	8170	8121	12510	24747	12447	9626	6969	5435	9207	9237	24729	7541	7464	4903	11276	10179	11860	14734
ENSG00000107242	27	140	159	47	36	95	238	87	99	323	78	53	248	244	449	27	187	191	54	788
ENSG00000107249	575	504	316	104	162	488	328	181	63	71	143	405	316	319	428	196	200	350	180	669
ENSG00000107262	3859	4153	2898	2508	2564	8063	5048	3358	2361	1244	3889	2328	5658	3617	3421	1897	4219	4123	3650	12664
ENSG00000107263	3730	5115	4552	1778	1856	6595	4396	3380	3178	5339	5883	4875	9594	4379	3387	2317	4039	4554	4265	7997
ENSG00000107281	18854	14297	9424	10477	13814	33436	14133	9059	8640	4033	10835	10569	30059	5852	8732	4275	9151	18951	19239	12365
ENSG00000107282	340	731	803	441	853	2255	679	424	347	540	553	268	1265	565	356	540	609	976	731	753
ENSG00000107290	4991	6973	6410	2972	3440	10509	7094	5518	4168	6511	6876	11537	11288	5876	6166	3430	6884	8571	4591	9557
ENSG00000107295	20	85	76	372	261	484	119	187	103	10	237	116	36	46	45	114	647	160	11	846
ENSG00000107317	713	9416	3636	3323	827	6318	4672	2496	2054	3501	325	1678	4262	4961	6337	1188	2566	5723	3324	12345
ENSG00000107331	7457	5656	6300	5153	3502	13412	6140	4439	3129	3573	9604	5020	12705	3256	3096	2804	4866	6017	6024	6120
ENSG00000107338	862	3428	1842	835	999	2866	1990	1182	663	250	506	514	2625	1226	1840	777	1377	1579	1177	2641
ENSG00000107341	5300	5998	5941	4149	4442	10131	6203	4911	3359	2753	8411	5997	9615	4617	3933	2936	7954	6106	5024	6036
ENSG00000107362	3320	1774	1331	988	1866	4272	1859	1462	1201	1209	1660	2688	3565	1530	1569	886	2548	2978	1684	3237
ENSG00000107371	580	876	724	502	547	1241	856	668	511	736	938	703	1647	671	569	355	733	947	731	1090
ENSG00000107372	4692	12676	5229	5529	6156	20781	9314	5025	5544	6962	9038	11819	24880	10172	10006	4272	11176	14366	6594	26503
ENSG00000107404	4165	4129	4006	2602	2765	8253	4149	3069	2525	3100	4080	2876	11697	2974	1632	1644	5285	3928	4715	4427
ENSG00000107438	2075	3874	2107	1186	769	3904	3051	1514	1196	1845	1548	1161	5508	2123	5261	1104	1464	2633	3232	18109
ENSG00000107443	251	821	663	359	258	896	692	495	558	770	1299	832	1207	858	509	286	938	943	577	757
ENSG00000107447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107485	126	411	193	311	311	537	1118	243	112	210	348	111	643	398	374	174	237	402	59	3273
ENSG00000107518	31	345	128	112	50	149	162	65	46	33	890	37	148	237	393	139	119	132	81	259
ENSG00000107521	2225	4941	751	515	1271	1794	4164	3501	2417	1990	443	1558	4624	1637	2607	1203	805	4413	4834	7430
ENSG00000107537	1705	1407	1582	1522	2250	3855	1770	1567	1168	1224	2206	1525	2494	1576	1493	742	3397	1944	1670	2343
ENSG00000107551	348	1234	430	226	203	816	657	323	411	868	412	457	1914	703	480	228	486	535	244	1265
ENSG00000107554	1897	3815	4070	2173	1291	2416	3118	3082	1574	1890	3288	3347	3759	2392	2868	1719	3786	3401	3168	3782
ENSG00000107560	1159	2368	2215	890	1058	1431	2146	1739	1243	1504	2712	1559	1835	2302	1808	1036	2264	1695	1527	3276
ENSG00000107562	703	2438	2309	574	434	771	1458	734	910	2841	1051	1202	2521	1239	4934	481	736	1197	3702	2097
ENSG00000107566	1699	3169	2375	1710	938	2040	3501	2561	1599	1853	2534	2011	4898	2456	2566	1349	1751	3211	2688	4587
ENSG00000107581	15732	20520	22126	10399	11692	28514	23989	22157	13825	12495	31703	16529	33620	19354	15352	10973	22688	24268	16802	25126
ENSG00000107593	1	14	5	3	4	7	7	2	4	5	5	6	10	2	3	2	2	12	4	36
ENSG00000107611	240	78	62	54	98	82	159	62	41	54	66	110	153	66	40	33	34	106	37	253
ENSG00000107614	318	416	383	340	272	515	547	447	391	481	497	393	467	483	392	179	812	431	428	515
ENSG00000107623	11	29	8	5	1	45	28	6	7	12	9	0	6	24	22	5	8	6	44	1247
ENSG00000107625	1757	2492	2282	1504	1494	2082	2767	1930	1237	1599	2715	1968	3389	2056	2015	1247	2532	2235	2143	3549
ENSG00000107643	748	1030	800	491	582	1498	1071	699	598	669	1193	1250	1572	846	750	456	1511	1141	703	1331
ENSG00000107651	4540	4809	5915	2441	5424	10696	4984	4846	3591	3441	9200	5312	9102	4788	4204	2444	5970	6286	5493	4689
ENSG00000107669	597	1023	1063	423	331	1160	1141	924	599	507	1704	932	1200	980	834	458	1200	1161	775	1042
ENSG00000107672	1374	2088	1764	1393	1189	3715	2454	1509	1137	953	1592	2037	3859	1415	1435	787	2110	2304	1569	2990
ENSG00000107679	1462	1999	1492	979	1104	1796	2066	1666	1137	1211	1909	1915	2418	2052	1804	816	2202	2184	1455	4347
ENSG00000107719	332	628	380	158	121	620	398	196	237	480	549	144	1065	468	375	151	185	308	155	848
ENSG00000107731	764	1948	1857	430	530	2145	2535	637	559	579	1298	788	4273	1274	5278	671	956	1216	357	7431
ENSG00000107736	34	143	49	27	15	74	104	58	47	148	118	29	228	86	141	21	10	89	38	261
ENSG00000107738	1094	3019	1189	509	464	2100	1075	693	637	1240	887	583	3273	1383	1610	589	800	1210	719	5288
ENSG00000107742	2237	1585	1001	704	1643	1645	544	574	1136	3594	1118	724	10125	1543	1615	460	422	1420	353	1979
ENSG00000107745	2927	3209	2671	2524	2380	3242	3070	2719	2101	1637	3127	2925	5020	2365	2097	1138	3581	3706	3369	3547
ENSG00000107758	2831	3834	3488	2122	3096	3047	4217	3242	1817	1399	3953	3198	5494	3876	3579	1787	5138	4407	3530	6132
ENSG00000107771	1192	3007	4692	1237	1046	1752	2644	2049	1535	2312	2969	2401	2934	3030	2989	1336	3353	2048	6372	5167
ENSG00000107779	1499	2423	2156	1030	1039	1694	2890	2294	1547	2090	1812	2910	2101	2951	2456	1117	3851	2029	3505	4328
ENSG00000107789	988	2536	2086	1738	65	2117	2413	2371	1252	741	2339	1861	2403	2150	1513	1059	2565	1601	1957	1868
ENSG00000107796	11952	55784	40560	12952	4930	38618	43272	23644	10441	8144	31623	6836	52473	64516	89642	16845	43182	17476	38728	138607
ENSG00000107798	1407	6609	4218	2270	667	4801	3542	3943	2894	3284	4018	3912	9226	3832	2864	1858	3240	5595	3579	6546
ENSG00000107807	1	0	1	0	0	0	0	0	1	4	15	1	3	0	0	0	0	0	0	0
ENSG00000107815	453	1015	1093	775	254	681	1225	1069	980	1313	1981	693	2586	1277	456	528	516	1028	755	806
ENSG00000107816	2774	3764	3135	1854	1577	5478	4179	2386	1980	2110	4003	2498	8311	3081	2711	1295	2722	4930	2610	5761
ENSG00000107819	558	1567	846	401	202	900	882	878	683	620	719	378	2305	734	1059	272	544	1137	564	2443
ENSG00000107821	250	257	264	98	404	206	244	370	866	294	118	2476	261	1172	820	105	181	852	1404	841
ENSG00000107829	3201	4051	3265	3070	2333	5300	5060	3639	2449	2140	4441	3410	8362	3405	3461	1844	3418	5031	3833	6477
ENSG00000107831	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	1
ENSG00000107833	11518	31422	28202	14588	23804	35644	22440	17602	15767	17244	19182	24611	36618	24862	16096	14326	30106	35072	15020	26318
ENSG00000107854	2649	6078	5954	2230	2170	5020	5753	4812	3470	5034	10849	6518	7348	4640	5192	2602	7467	7142	4890	7261
ENSG00000107859	3	35	14	7	3	14	19	9	24	94	14	14	12	18	120	5	14	10	38	51
ENSG00000107862	5984	7335	8067	4081	3829	18036	8655	8195	5086	4410	11273	7896	16419	6510	5857	4005	4991	11850	11218	9441
ENSG00000107863	2692	3844	3207	1225	1326	3992	3524	3311	2022	2134	4470	3680	4029	2990	2844	1273	3947	3945	3272	5172
ENSG00000107864	886	1322	1827	405	202	644	1200	1834	742	494	1172	1084	1076	1217	866	558	1711	1785	3015	1318
ENSG00000107872	48	124	66	148	53	113	102	49	62	55	81	78	227	67	119	34	74	283	69	139
ENSG00000107874	1806	2883	2214	2519	1434	5294	3153	2397	1767	912	4186	1472	5588	1617	2193	1017	1968	2746	2350	3443
ENSG00000107882	1929	2361	1995	1951	961	4419	3341	2511	1515	1404	2367	1956	6054	1908	1857	1196	2479	3005	2961	3105
ENSG00000107890	242	702	496	334	245	566	730	551	360	455	893	860	886	602	549	237	728	643	340	1062
ENSG00000107897	3599	3743	2844	2137	2615	4018	3887	3442	1947	1687	3935	3240	3318	2370	2454	1382	4511	4086	3237	2945
ENSG00000107902	1585	832	518	351	973	1587	1000	556	243	240	1130	324	1345	568	660	223	1107	1333	1039	1699
ENSG00000107929	4748	5129	5651	3434	3403	11240	7308	4943	3327	3419	3559	4108	8559	3075	3423	3122	7443	7004	4591	5944
ENSG00000107937	1	0	0	0	0	2	1	3	0	1	1	0	0	2	2	0	1	1	0	1
ENSG00000107938	825	1930	7093	1141	664	2689	2706	2500	1214	1890	2513	2483	2087	1589	804	981	1486	1719	1111	1703
ENSG00000107949	2784	3255	2956	2244	2854	5184	3747	3152	1968	2218	4785	3442	5514	3154	2250	1476	3546	3085	3902	4341
ENSG00000107951	1236	1629	1811	919	1048	2056	2047	1619	1258	1958	2431	1340	2392	1711	1005	757	1865	1788	1545	1864
ENSG00000107954	14	92	22	33	27	98	32	35	27	56	82	53	104	21	78	13	41	381	14	102
ENSG00000107957	929	3502	2517	1254	1556	5378	4175	1349	1137	1643	2898	1537	6108	3459	5226	1210	3542	2541	1297	8035
ENSG00000107959	6040	6832	6168	4429	3311	11682	6800	7382	3530	3525	7325	4582	6086	3360	4498	2587	6419	7831	5761	6456
ENSG00000107960	735	1124	961	778	623	1654	1240	838	593	549	1540	677	2093	1044	882	492	1266	1071	1098	2170
ENSG00000107968	148	722	316	108	133	652	249	94	246	227	230	316	652	467	638	151	133	462	194	2189
ENSG00000107984	57	318	59	65	47	129	61	19	40	5	1	318	122	304	1438	74	126	249	101	594
ENSG00000108010	1445	1976	1412	1457	1552	2598	2004	1513	1227	1113	2331	1387	4251	1657	1286	630	1982	2117	1816	2384
ENSG00000108018	5	103	111	23	10	79	61	33	40	110	52	10	69	150	320	28	27	51	106	208
ENSG00000108021	3211	4390	4168	2233	2391	5476	4552	4319	3239	4489	8121	5124	9859	3814	3004	2648	4895	6064	3694	5304
ENSG00000108039	7996	3248	2542	1921	1231	4654	4199	3042	1945	1884	4295	2126	4612	2375	2179	1230	2845	3597	4012	5431
ENSG00000108055	1829	3843	3742	1907	1247	4144	3836	2780	1732	3685	5049	3265	5524	3234	2416	1710	4819	3647	1712	4100
ENSG00000108061	3701	3143	3026	1407	1298	4167	3046	2643	1754	2232	5367	3522	4893	2847	2870	1510	4105	4218	3250	4192
